"row_id" "submission_id" "scenathon_id" "iteration" "country_id" "Year" "GDP" "Population" "kcal_hist" "kcal_targ" "kcal_feas" "fat_feas" "prot_feas" "kcal_mder" "FAOBiodivLnd" "CalcBiodivLnd" "BiodivTarget" "ProtectedAreasForest" "ProtectedAreasOtherNat" "ProtectedAreasOther" "CropBiodiv" "HistCropland" "HistHarvArea" "HistPasture" "HistUrban" "HistForest" "HistOtherLand" "CalcCropland" "CalcPasture" "CalcForest" "CalcNewForest" "CalcOtherLand" "CalcUrban" "TotalLand" "ForestChange" "NewForestChange" "NetForestChange" "HistCropAllCO2e" "HistCropCO2" "HistCropN2O" "HistCropCH4" "CalcCropAllCO2e" "CalcCropN2O" "CalcCropCH4" "CalcCropCO2" "HistLiveAllCO2e" "HistLiveN2O" "HistLiveCH4" "CalcLiveAllCO2e" "CalcLiveCH4" "CalcLiveN2O" "CalcAllAgriCO2e" "CalcDeforCO2" "CalcOtherLUCCO2" "CalcSequestCO2" "CalcPeatCO2" "CalcAllLandCO2e" "GHGbiofuels" "HistWFgreen" "HistWFblue" "HistWFgrey" "CalcWFgreen" "CalcWFblue" "CalcWFgrey" "ALPHA3" "Country" "Pathway"
2332 1777 5 2 3 2050 5587.78937166197 235.806358405017 0 3405.96223032831 3383.62991195834 100.800867150364 99.9141215818192 2089.83838070987 0 0.478834871735933 0.5 230840.003484868 3877.2464310774 15383.2034664146 NA 0 0 0 0 0 0 89998.0255535506 148602.798353568 558613.185002835 0 49405.1138377768 4956.74298747849 851575.865735208 0 0 0 18.96818 0 15.2024 3.76578 80.5455482000559 48.8613380460526 2.80815653297619 28.8760536210271 528.06704 198.55222 329.51482 362.969657728159 249.144900270932 113.824757457227 397.54034027055 33.3428803025766 0.00239182536618147 -220.310326523238 NA -186.965054395295 -45.9748656576651 0 0 0 1359029.06815204 14156.8824861909 54426.9751682007 "BRA" "Brazil" "CT"
2465 1793 6 2 3 2000 1540 175.287587 2697.45650840425 2697.45650840425 2692.79585917796 94.6956975697595 74.6466866910222 2050.76743579814 0 0 0.5 230840.003484868 3877.2464310774 15383.2034664146 NA 51819.125 49947.660038 169203.68713055 2143.7726567309 608303.816832746 19276.7706783339 51819.125 169424.105907427 608303.816832746 0 19885.0453383041 2143.7726567309 851575.865735208 0 0 0 29.09732 16.131082 7.6377 5.328538 37.497147678816 17.9572994045632 3.65630303114983 15.883545243103 325.37539 107.43152 217.94387 227.035423675012 155.740644627437 71.294779047575 257.056432311118 0 0 0 NA 0 -7.47613904271025 435965.609809315 12091.8872225454 15917.327549543 461849.608251052 6054.48601540272 17218.6969409869 "BRA" "Brazil" "Sust"
2466 1793 6 2 3 2005 1770 186.917361 2859.71619347873 2859.71619347873 2840.55091228195 95.3748476737639 77.1851370969053 2068.6211363877 0 0 0.5 230840.003484868 3877.2464310774 15383.2034664146 NA 64319.313 62218.257097 172071.94517163 2331.2051543423 592547.967701341 19479.6205312033 65149.8538681351 172251.874208768 591960.87371272 0 19882.058791242 2331.2051543423 851575.865735208 -16342.9431200259 0 -16342.9431200259 32.8818 17.191207 9.93447 5.756123 44.6446846232155 23.3440564387129 3.9664690902542 17.3341590942484 393.24133 129.32423 263.9171 273.239961454382 187.721322000807 85.5186394535744 306.787212458659 1235.14199000476 0.0721597596787147 0 NA 1235.21414976444 -11.0974336189381 435965.609809315 12091.8872225454 15917.327549543 600113.43890794 7340.98013851458 22159.653857883 "BRA" "Brazil" "Sust"
2467 1793 6 2 3 2010 2210 196.796269 2993.52222112684 2993.52222112684 2983.49119593014 105.049864265093 85.5981734932849 2084.10230161323 0.47141569252197 0.45976082846294 0.5 230840.003484868 3877.2464310774 15383.2034664146 NA 65374.591 64321.929049 179167.63927778 2604.7679877919 584641.928269472 18947.3006295349 65818.152197993 179451.477494602 583890.626937056 0 19880.5840157611 2535.0250897963 851575.865735208 -8070.24677566439 0 -8070.24677566439 37.06453 20.828538 12.0531 4.182892 53.7430596355428 29.9348208005885 2.92461357576999 20.8836252591844 404.9855 137.213 267.7725 281.083370592931 191.762040767564 89.3213298253667 311.267513769514 452.717729180997 0.00587192375494559 0 NA 452.723601104752 -23.5589164589595 0 0 0 750403.170500586 8700.26539520761 29408.2238242556 "BRA" "Brazil" "Sust"
2468 1793 6 2 3 2015 2330 205.962108 0 3082.20133947409 3071.92057052052 118.617841585215 85.4769746633598 2091.60120274937 0 0.456700918074828 0.5 232470.51083694 3968.77887832001 15383.2034664146 NA 76948.099 0 172579.4170055 3004.6827136816 578759.457494242 19400.5476511485 74905.3504725894 175122.385542856 578911.790312528 0 19879.6741716906 2756.66523554415 851575.865735208 -4978.83662452851 0 -4978.83662452851 0 0 0 0 61.8098642229034 34.8105061347393 3.11204541707365 23.8873126710905 0 0 0 294.380541253064 200.387300398148 93.9932408549161 321.963557819957 774.451584806657 0.0511382604083985 -22.6411509076287 NA 751.861572159437 -34.2268476560102 0 0 0 852725.019218542 9516.76587145645 34014.5632249946 "BRA" "Brazil" "Sust"
2469 1793 6 2 3 2020 2772.2627062314 212.366245007425 0 2886.20192624558 2875.75092451627 104.084191114423 84.8604734876334 2096.97936551339 0 0.476508607211943 0.5 234101.018189012 4060.31132556262 15383.2034664146 NA 0 0 0 0 0 0 84480.5013371213 145405.934731579 578911.790312528 3000 36779.9557210073 2997.68363297276 851575.865735208 0 3000 3000 0 0 0 0 68.6605810418884 38.5629487459228 3.04534410108823 27.0522881948774 0 0 0 270.936121777824 185.27717940025 85.6589423775743 294.675556874005 20.1647345467975 0.00144650141660434 -195.574106115689 NA -175.407925067475 -44.9211459457083 0 0 0 876097.176388085 10907.6308844191 35403.2879721768 "BRA" "Brazil" "Sust"
2470 1793 6 2 3 2025 3209.7463292884 217.316062352136 0 2860.95009215587 2849.69532853901 103.806619682186 84.6034920121773 2098.42100554806 0 0.477076724260497 0.5 235731.525541084 4151.84377280523 15383.2034664146 NA 0 0 0 0 0 0 87480.7231808695 138658.894151002 578911.790312528 6000 37264.6835459979 3259.77454481119 851575.865735208 0 3000 3000 0 0 0 0 71.3281862493539 40.3817616727391 2.90244143763301 28.0439831389819 0 0 0 271.443901647473 186.119436294825 85.3244653526473 281.090889075161 21.9277603732117 0.00157297069144154 -248.377045817189 NA -226.447712473286 -61.6811988216659 0 0 0 941895.01912031 12590.4439317057 38895.8137745809 "BRA" "Brazil" "Sust"
2471 1793 6 2 3 2030 3641.92258820552 220.628611095018 0 2835.69825806616 2823.41497168782 103.51742243139 84.3290279495009 2098.6753879635 0 0.485259480630219 0.5 237362.032893157 4243.37622004784 15383.2034664146 NA 0 0 0 0 0 0 81591.4786366176 131281.455934215 578911.790312528 12000 44246.3604867293 3544.78036511853 851575.865735208 0 6000 6000 15.97304 0 12.2308 3.74224 67.1266562216 38.3887091652166 2.64059798091237 26.0973490754711 487.44871 181.83888 305.60983 269.778195859477 185.539552756557 84.2386431029202 275.223653259411 0 9.36187118545535 -347.750534217708 NA -338.388663032253 -61.6811988216659 0 0 0 944098.706252281 12825.6441501478 39324.6250623033 "BRA" "Brazil" "Sust"
2472 1793 6 2 3 2035 4154.39988140525 222.66178668499 0 2816.75938249888 2803.6506619191 103.295886058162 84.1181737583182 2098.07622443616 0 0.507656281316373 0.5 238992.540245229 4334.90866729045 15383.2034664146 NA 0 0 0 0 0 0 72104.410917885 121349.240714134 578911.790312528 12000 63355.7192200855 3854.70457057564 851575.865735208 0 0 0 0 0 0 0 60.1169209897487 34.8331617119832 2.32227067562869 22.9614886021368 0 0 0 262.323125491613 180.860679846798 81.4624456448151 260.758847659696 0 10.1803903008554 -449.313383987702 NA -439.132993686846 -61.6811988216659 0 0 0 927850.904325315 12811.2736692084 39709.7120713933 "BRA" "Brazil" "Sust"
2473 1793 6 2 3 2040 4759.10631827233 223.348035619804 0 2791.50754840917 2777.81655909438 103.033489089046 83.889560652542 2096.44139965187 0 0.53288152141638 0.5 240623.047597301 4426.44111453306 15383.2034664146 NA 0 0 0 0 0 0 63385.22494192 108208.770640942 578911.790312528 12000 84878.3540356951 4191.72580412325 851575.865735208 0 0 0 0 0 0 0 53.889006686506 31.8225642872165 1.9869982256636 20.0794441736259 0 0 0 246.758828572474 170.458735033938 76.3000935385363 238.966636437314 0 11.0704734795717 -563.639385124794 NA -552.568911645222 -61.6811988216659 0 0 0 915849.413117599 12714.2320854328 39409.4379328883 "BRA" "Brazil" "Sust"
2474 1793 6 2 3 2045 5424.10780511661 222.724130483892 0 2766.25571431946 2751.91442096025 102.767055485204 83.6538730348277 2093.68911240368 0 0.558059367842033 0.5 242253.554949374 4517.97356177567 15383.2034664146 NA 0 0 0 0 0 0 54427.003976776 95318.3065517977 578911.790312528 12000 106360.551704158 4558.2131899485 851575.865735208 0 0 0 0 0 0 0 47.4958579537993 28.7312358419036 1.64623312084437 17.1183889910513 0 0 0 229.340060794418 158.7571219136 70.5829388808181 215.154719926551 0 12.0383776495881 -677.908007958723 NA -665.869630309135 -61.6811988216659 0 0 0 901410.908452387 12553.9619487147 38945.941647279 "BRA" "Brazil" "Sust"
2475 1793 6 2 3 2050 6086.88268308222 220.68181506349 0 2741.00388022975 2725.86975994362 102.492090524323 83.4030095305184 2089.83838070987 0 0.581684786836135 0.5 243884.062301446 4609.50600901828 15383.2034664146 NA 0 0 0 0 0 0 45868.1362972376 83321.006157226 578911.790312528 12000 126518.189980739 4956.74298747849 851575.865735208 0 0 0 18.96818 0 15.2024 3.76578 41.4028144096707 25.7912666181711 1.32221153291348 14.2893362585862 528.06704 198.55222 329.51482 211.455061517101 146.722737583996 64.7323239331046 191.176677105106 0 13.0909067892648 -785.416766986319 NA -772.325860197054 -61.6811988216659 0 0 0 886301.519173772 12338.1701641832 38344.8073089566 "BRA" "Brazil" "Sust"
3312 1925 5 2 9 2000 1871.8885042758 1053.051 2216.13160300535 2040.8825 2040.8825 0 0 2143.32242107474 0.12 0 0.5 5656 1982 7 0 170130 170131.93775 10845 1800 65390 50954 168831.2 11862.7 64664.5 0 63221.1 1677.3 310256.9 0 0 0 199.45 0 87.45 112 246.9499 122.5095 124.4404 0 300.55 18.55 282 356.0311 343.0196 13.0115 602.981 0 60.9361 157.5477 0 218.4838 0 0 0 0 0 451880.88 0 "IND" "India" "CT"
3313 1925 5 2 9 2005 2673.10177371424 1144.1188 2128.76431122892 2070.4376 2070.4376 0 0 2164.28442094724 0.12 0 0.5 5656 1982 7 0 169674 175039.30725 10452 2000 67709 49484 170162 11629.3 64664.5 0 62123.8 1677.3 310256.9 0 0 0 212.55 0 103.35 109.2 262.3141 137.1905 125.1236 0 318.85 23.85 295 369.0861 351.9936 17.0925 631.4002 0 57.0689 126.9329 0 184.0018 0 0 0 0 0 425264.4 0 "IND" "India" "CT"
3314 1925 5 2 9 2010 3961.05223400544 1230.9808 2289.24463031848 2097.3923 2097.3923 0 0 2181.46918914337 NA 0.101355260719051 0.5 5656 1982 7 0 169232 183959.798 10339 2200 68434 49314 171052.5 11172.3 64864.5 200 61490.3 1677.3 310256.9 0 200 200 228.3 0 121.9 106.4 257.2041 157.9665 99.2376 0 356.15 29.15 327 397.743 375.536 22.207 654.9471 0 72.4153 118.7509 0 191.1662 0 0 0 0 0 485216.16 0 "IND" "India" "CT"
3315 1925 5 2 9 2015 5699.04766208256 1309.0541 0 2170.2213 2170.2213 0 0 2226.08190530576 NA 0.0978448266878281 0.5 5656 1982 7 0 0 0 0 0 0 0 190014.6 12137 64864.5 400 41363.4 1677.3 310256.9 0 200 200 0 0 0 0 275.2796 185.394 89.8856 0 0 0 0 507.7977 455.7252 52.0725 783.0773 0 106.9138 147.8163 0 254.7301 0 0 0 0 0 361311.06 0 "IND" "India" "CT"
3316 1925 5 2 9 2020 7556.35985017805 1389.0505 0 2200.6943 2200.6943 0 0 2234.75656717766 NA 0.0980030056166669 0.5 5656 1982 7 0 0 0 0 0 0 0 204794.5 13738.8 64864.5 600 24781.8 1677.3 310256.9 0 200 200 0 0 0 0 305.7957 206.0905 99.7052 0 0 0 0 606.9859 547.0164 59.9695 912.7816 0 133.8615 177.2497 0 311.1112 0 0 0 0 0 300978.48 0 "IND" "India" "CT"
3317 1925 5 2 9 2025 9890.9428672288 1462.5722 0 2231.6763 2231.6763 0 0 2244.51819729617 NA 0.110815498852614 0.5 5656 1982 7 0 0 0 0 0 0 0 192474.6 12057.8 64864.5 16800 22582.7 1677.3 310256.9 0 16200 16200 0 0 0 0 328.1234 227.847 100.2764 0 0 0 0 715.7615 642.754 73.0075 1043.8849 0 -15.642 59.8164 0 44.1744 0 0 0 0 0 341683.98 0 "IND" "India" "CT"
3318 1925 5 2 9 2030 12597.4364265203 1529.2359 0 2259.8471 2259.8471 0 0 2251.8503265227 NA 0.114137256358229 0.5 5656 1982 7 0 0 0 0 0 0 0 188122.7 12683.8 64864.5 21000 22108.6 1677.3 310256.9 0 4200 4200 0 0 0 0 323.3269 249.0205 74.3064 0 0 0 0 816.4321 732.8776 83.5545 1139.759 0 -38.9672 13.503 0 -25.4642 0 0 0 0 0 319605.66 0 "IND" "India" "CT"
3319 1925 5 2 9 2035 15690.6729803924 1590.9185 0 2281.1575 2281.1575 0 0 2254.33157494698 NA 0.114137256358229 0.5 5656 1982 7 0 0 0 0 0 0 0 186963.3 13846.5 64864.5 21000 22105.2 1677.3 310256.9 0 0 0 0 0 0 0 345.7012 291.076 54.6252 0 0 0 0 957.3029 870.0384 87.2645 1303.0041 0 -27.0305 -10.4127 0 -37.4432 0 0 0 0 0 367971.12 0 "IND" "India" "CT"
3320 1925 5 2 9 2040 19245.9281627566 1646.2049 0 2296.6304 2296.6304 0 0 2253.03554821977 NA 0.114137256358229 0.5 5656 1982 7 0 0 0 0 0 0 0 187130.8 13679 64864.5 21000 22105.2 1677.3 310256.9 0 0 0 0 0 0 0 370.9862 321.975 49.0112 0 0 0 0 1057.8013 967.7808 90.0205 1428.7875 0 -4.9815 -16.5813 0 -21.5628 0 0 0 0 0 412950.12 0 "IND" "India" "CT"
3321 1925 5 2 9 2045 23210.1225361513 1694.7326 0 2310.198 2310.198 0 0 2252.44287894609 NA 0.114137256358229 0.5 5656 1982 7 0 0 0 0 0 0 0 188004.4 12805.4 64864.5 21000 22105.2 1677.3 310256.9 0 0 0 0 0 0 0 385.5909 338.6965 46.8944 0 0 0 0 1122.5029 1030.7864 91.7165 1508.0938 0 8.8821 -15.654 0 -6.7719 0 0 0 0 0 368441.7 0 "IND" "India" "CT"
3322 1925 5 2 9 2050 27538.4811296031 1733.7956 0 2324.6455 2324.6455 0 0 2254.50371964177 NA 0.114137256358229 0.5 5656 1982 7 0 0 0 0 0 0 0 189348.8 11461 64864.5 21000 22105.2 1677.3 310256.9 0 0 0 0 0 0 0 390.5778 344.235 46.3428 0 0 0 0 1159.9742 1067.5952 92.379 1550.552 0 12.5309 -12.6421 0 -0.111199999999998 0 0 0 0 0 300227.4 0 "IND" "India" "CT"
3323 1926 6 2 9 2000 1871.8885042758 1053.051 2216.13160300535 2040.8825 2040.8825 0 0 2143.32242107474 0.12 0 0.5 5656 1982 7 0 170130 170131.93775 10845 1800 65390 50954 169928.5 11913.8 64664.5 0 62072.7 1677.3 310256.9 0 0 0 199.45 0 87.45 112 237.148 122.642 114.506 0 300.55 18.55 282 357.6312 344.5932 13.038 594.7792 0 66.7754 175.2598 0 242.0352 0 0 0 0 0 451932.36 0 "IND" "India" "Sust"
3324 1926 6 2 9 2005 2673.10177371424 1144.1188 2128.76431122892 2070.4376 2070.4376 0 0 2164.28442094724 0.12 0 0.5 5656 1982 7 0 169674 175039.30725 10452 2000 67709 49484 171076.1 11346.3 64664.5 0 61492.7 1677.3 310256.9 0 0 0 212.55 0 103.35 109.2 251.7964 133.348 118.4484 0 318.85 23.85 295 370.479 353.36 17.119 622.2754 0 58.8688 129.9376 0 188.8064 0 0 0 0 0 360452.4 0 "IND" "India" "Sust"
3325 1926 6 2 9 2010 3961.05223400544 1230.9808 2289.24463031848 2097.3923 2097.3923 0 0 2181.46918914337 NA 0.101355260719051 0.5 5656 1982 7 0 169232 183959.798 10339 2200 68434 49314 171052.5 11346.3 64864.5 200 61316.3 1677.3 310256.9 0 200 200 228.3 0 121.9 106.4 256.061 157.039 99.022 0 356.15 29.15 327 402.892 380.632 22.26 658.953 0 71.5069 111.1095 0 182.6164 0 0 0 0 0 433774.44 0 "IND" "India" "Sust"
3326 1926 6 2 9 2015 5699.04766208256 1309.0541 0 2176.7794 2176.7794 0 0 2233.87285725718 NA 0.0978448266878281 0.5 5656 1982 7 0 0 0 0 0 0 0 190490 11663 64864.5 400 41362 1677.3 310256.9 0 200 200 0 0 0 0 277.7779 194.4835 83.2944 0 0 0 0 519.3857 463.2852 56.1005 797.1636 0 106.8751 141.6957 0 248.5708 0 0 0 0 0 425194.44 0 "IND" "India" "Sust"
3327 1926 6 2 9 2020 7531.38297709616 1370.7967 0 2218.0304 2218.0304 0 0 2254.23332786672 NA 0.0980030056166669 0.5 5656 1982 7 0 0 0 0 0 0 0 205450.3 13461.9 64864.5 600 24402.9 1677.3 310256.9 0 200 200 0 0 0 0 298.592 222.6 75.992 0 0 0 0 610.8205 542.318 68.5025 909.4125 0 135.5367 176.21 0 311.7467 0 0 0 0 0 354832.5 0 "IND" "India" "Sust"
3328 1926 6 2 9 2025 10139.3505845961 1423.1033 0 2257.6767 2257.6767 0 0 2271.49526094342 NA 0.113979077429391 0.5 5656 1982 7 0 0 0 0 0 0 0 189484.2 11246.8 64864.5 20800 22384 1677.3 310256.9 0 20200 20200 0 0 0 0 288.6885 234.8165 53.872 0 0 0 0 646.19 571.354 74.836 934.8785 0 -27.3185 54.9755 0 27.657 0 0 0 0 0 342110.34 0 "IND" "India" "Sust"
3329 1926 6 2 9 2030 13699.184302906 1465.2723 0 2285.5395 2285.5395 0 0 2280.85163845454 NA 0.118091729579201 0.5 5656 1982 7 0 0 0 0 0 0 0 184816.3 11234.4 64864.5 26000 21864.3 1677.3 310256.9 0 5200 5200 0 0 0 0 290.3433 241.4945 48.8488 0 0 0 0 657.4183 585.2588 72.1595 947.7616 0 -45.9155 7.2811 0 -38.6344 0 0 0 0 0 282175.08 0 "IND" "India" "Sust"
3330 1926 6 2 9 2035 18354.5464339275 1500.4394 0 2295.1485 2295.1485 0 0 2280.13868471262 NA 0.118091729579201 0.5 5656 1982 7 0 0 0 0 0 0 0 184080.3 11970.4 64864.5 26000 21864.3 1677.3 310256.9 0 0 0 0 0 0 0 285.3842 245.655 39.7292 0 0 0 0 628.1476 570.5896 57.558 913.5318 0 -27.7755 -16.0097 0 -43.7852 0 0 0 0 0 325469.76 0 "IND" "India" "Sust"
3331 1926 6 2 9 2040 23945.3904673898 1526.8322 0 2296.9041 2296.9041 0 0 2282.63807675794 NA 0.118091729579201 0.5 5656 1982 7 0 0 0 0 0 0 0 184544.5 11506.2 64864.5 26000 21864.3 1677.3 310256.9 0 0 0 0 0 0 0 260.8359 219.4995 41.3364 0 0 0 0 532.6681 491.1956 41.4725 793.504 0 -6.1064 -21.1538 0 -27.2602 0 0 0 0 0 271628.94 0 "IND" "India" "Sust"
